# EXPLANATORY ONLY — NOT AUTHORITY. Every row here has a matching UNSCORABLE
# obligation in OBLIGATIONS.tsv, and the gate enforces TWO-WAY equality between
# the two sets. This file exists to carry the reasoning at length; the DENOMINATOR
# is the table, because C3/C5/C16 reconcile to the obligation inventory and an
# external file is neither the inventory nor a criterion-1 pinned input.
case	consumer	locus	why
arms/A3b/c04-blocked-over-throttled-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-ro	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-rw	list-active-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c04-blocked-over-throttled-rw	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-ro	list-active-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-ro	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-rw	list-active-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c05-throttled-over-unanswered-rw	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-ro	list-active-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-ro	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-rw	list-active-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A3b/c06-competing-noclear-rw	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A4/c01-status-live-live	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A4/c02-status-016b-live	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A4/c03-next-noattach-ro	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A4/c03-next-noattach-rw	list-needsattn-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c01-m1-control-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c01-m1-control-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c02-m2-wrong-ref-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c02-m2-wrong-ref-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c03-m3-wrong-actor-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c03-m3-wrong-actor-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c04-m4-wrong-target-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c04-m4-wrong-target-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c06-m6-mixed-routed-display-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-c06-m6-mixed-routed-display-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	age100000_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	age10_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	age1799_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	age1800_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	age1801_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	env_500_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	env_900x_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A6/a6-threshold-fixed-clock	env_unset_list_json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c01-meta-multi-equals-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c01-meta-multi-equals-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c01-meta-multi-equals-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c01-meta-multi-equals-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c02-meta-duplicate-key-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c02-meta-duplicate-key-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c02-meta-duplicate-key-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c02-meta-duplicate-key-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c03-meta-unknown-keys-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c03-meta-unknown-keys-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c03-meta-unknown-keys-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c03-meta-unknown-keys-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c04-healthy-baseline-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c04-healthy-baseline-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c04-healthy-baseline-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c04-healthy-baseline-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c05-meta-mode-000-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c05-meta-mode-000-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c05-meta-mode-000-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c05-meta-mode-000-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c06-goal-order-opposed-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c06-goal-order-opposed-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c06-goal-order-opposed-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c06-goal-order-opposed-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c07-goal-order-agreeing-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c07-goal-order-agreeing-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c07-goal-order-agreeing-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c07-goal-order-agreeing-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c08-goal-order-single-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c08-goal-order-single-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c08-goal-order-single-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c08-goal-order-single-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c09-goals-distinct-ts-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c09-goals-distinct-ts-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c09-goals-distinct-ts-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c09-goals-distinct-ts-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c10-branch-live-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c10-branch-live-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c10-branch-live-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c10-branch-live-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c11-branch-stopped-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c11-branch-stopped-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c11-branch-stopped-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c11-branch-stopped-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c12-405j-pair-full-fresh-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c12-405j-pair-full-fresh-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c12-405j-pair-full-fresh-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c12-405j-pair-full-fresh-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c13-405j-pair-stale-keys-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c13-405j-pair-stale-keys-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c13-405j-pair-stale-keys-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c13-405j-pair-stale-keys-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c14-405j-pair-slot-only-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c14-405j-pair-slot-only-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c14-405j-pair-slot-only-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c14-405j-pair-slot-only-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c15-405j-pair-session-only-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c15-405j-pair-session-only-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c15-405j-pair-session-only-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c15-405j-pair-session-only-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c16-405j-pair-keyless-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c16-405j-pair-keyless-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c16-405j-pair-keyless-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c16-405j-pair-keyless-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c17-405j-pair-one-empty-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c17-405j-pair-one-empty-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c17-405j-pair-one-empty-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c17-405j-pair-one-empty-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c18-405j-pair-all-empty-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c18-405j-pair-all-empty-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A7/a7-c18-405j-pair-all-empty-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
