## every process of this uid, classified by REACH (its own AE_HOME), not by name
fixture_ae_home=/tmp/aecx/h/l1787267177/home/.ae
arm_token=AE_H_ARM_TOKEN_13780_1787267166
## macOS exposes an environment to ps e for only some processes; one it cannot
## read is UNKNOWN-REACH, not out-of-range.
pid	ppid	reach	token	ae_home
23912	16603	out-of-range	no	/Users/ckriech/.ae
15895	5291	out-of-range	no	/Users/ckriech/.ae
15931	15895	out-of-range	no	/Users/ckriech/.ae
44136	15931	UNKNOWN-REACH	unknown	<env unreadable>
25641	92325	UNKNOWN-REACH	unknown	<env unreadable>
92300	5291	out-of-range	no	/Users/ckriech/.ae
92325	92300	out-of-range	no	/Users/ckriech/.ae
17033	5291	out-of-range	no	/Users/ckriech/.ae
17087	17033	out-of-range	no	/Users/ckriech/.ae
35844	17087	UNKNOWN-REACH	unknown	<env unreadable>
18299	5291	out-of-range	no	<none>
18688	18299	out-of-range	no	<none>
19153	18688	UNKNOWN-REACH	unknown	<env unreadable>
19154	18688	UNKNOWN-REACH	unknown	<env unreadable>
20067	19153	out-of-range	no	<none>
20145	18688	out-of-range	no	<none>
20163	19154	UNKNOWN-REACH	unknown	<env unreadable>
20323	20145	out-of-range	no	<none>
18353	5291	out-of-range	no	/Users/ckriech/.ae
18808	18353	out-of-range	no	/Users/ckriech/.ae
19013	18808	UNKNOWN-REACH	unknown	<env unreadable>
19014	18808	out-of-range	no	<none>
19015	18808	UNKNOWN-REACH	unknown	<env unreadable>
19268	19015	UNKNOWN-REACH	unknown	<env unreadable>
19281	19013	out-of-range	no	<none>
19350	19014	out-of-range	no	<none>
23111	18808	out-of-range	no	/Users/ckriech/.ae
18355	5291	out-of-range	no	/Users/ckriech/.ae
18989	18355	out-of-range	no	/Users/ckriech/.ae
20745	18989	UNKNOWN-REACH	unknown	<env unreadable>
20749	18989	out-of-range	no	/Users/ckriech/.ae
20753	18989	UNKNOWN-REACH	unknown	<env unreadable>
21144	20749	out-of-range	no	/Users/ckriech/.ae
21515	20745	UNKNOWN-REACH	unknown	<env unreadable>
21528	20753	out-of-range	no	/Users/ckriech/.ae
18358	5291	out-of-range	no	/Users/ckriech/.ae
19174	18358	out-of-range	no	/Users/ckriech/.ae
20017	19174	out-of-range	no	<none>
20018	19174	UNKNOWN-REACH	unknown	<env unreadable>
20020	19174	UNKNOWN-REACH	unknown	<env unreadable>
20166	20017	out-of-range	no	<none>
20994	20018	UNKNOWN-REACH	unknown	<env unreadable>
21007	20020	out-of-range	no	<none>
31187	19174	out-of-range	no	/Users/ckriech/.ae
78065	78004	UNKNOWN-REACH	unknown	<env unreadable>
19588	5291	out-of-range	no	/Users/ckriech/.ae
19717	19588	out-of-range	no	/Users/ckriech/.ae
63408	19717	UNKNOWN-REACH	unknown	<env unreadable>
20266	5291	out-of-range	no	<none>
21254	20266	out-of-range	no	<none>
22659	21254	UNKNOWN-REACH	unknown	<env unreadable>
22660	21254	out-of-range	no	<none>
22661	21254	UNKNOWN-REACH	unknown	<env unreadable>
22970	22660	out-of-range	no	<none>
23271	22659	UNKNOWN-REACH	unknown	<env unreadable>
23285	22661	out-of-range	no	<none>
20328	5291	out-of-range	no	/Users/ckriech/.ae
21431	20328	out-of-range	no	/Users/ckriech/.ae
21708	21431	UNKNOWN-REACH	unknown	<env unreadable>
21712	21431	UNKNOWN-REACH	unknown	<env unreadable>
21713	21431	out-of-range	no	<none>
22609	21713	out-of-range	no	<none>
22798	21708	UNKNOWN-REACH	unknown	<env unreadable>
22816	21712	out-of-range	no	<none>
28023	21431	out-of-range	no	/Users/ckriech/.ae
20330	5291	out-of-range	no	/Users/ckriech/.ae
21628	20330	out-of-range	no	/Users/ckriech/.ae
23115	21628	out-of-range	no	/Users/ckriech/.ae
23116	21628	UNKNOWN-REACH	unknown	<env unreadable>
23119	21628	UNKNOWN-REACH	unknown	<env unreadable>
23799	23119	UNKNOWN-REACH	unknown	<env unreadable>
23803	23115	out-of-range	no	/Users/ckriech/.ae
23865	23116	out-of-range	no	/Users/ckriech/.ae
20333	5291	out-of-range	no	/Users/ckriech/.ae
70261	70260	UNKNOWN-REACH	unknown	<env unreadable>
22101	5291	out-of-range	no	/Users/ckriech/.ae
22190	22101	out-of-range	no	/Users/ckriech/.ae
39520	22190	UNKNOWN-REACH	unknown	<env unreadable>
6608	79019	UNKNOWN-REACH	unknown	<env unreadable>
6609	79019	out-of-range	no	/tmp/aecx/h/h5/home/.ae
79019	78004	out-of-range	no	/tmp/aecx/h/h5/home/.ae
12960	38815	UNKNOWN-REACH	unknown	<env unreadable>
38702	5291	out-of-range	no	/Users/ckriech/.ae
38815	38702	out-of-range	no	/Users/ckriech/.ae
19691	99613	UNKNOWN-REACH	unknown	<env unreadable>
99567	5291	out-of-range	no	/Users/ckriech/.ae
99613	99567	out-of-range	no	/Users/ckriech/.ae
11708	37243	UNKNOWN-REACH	unknown	<env unreadable>
36565	5291	out-of-range	no	<none>
37243	36565	out-of-range	no	<none>
38047	37243	UNKNOWN-REACH	unknown	<env unreadable>
38065	37243	UNKNOWN-REACH	unknown	<env unreadable>
38795	38047	UNKNOWN-REACH	unknown	<env unreadable>
38807	38065	out-of-range	no	<none>
39539	37243	out-of-range	no	<none>
40084	37243	UNKNOWN-REACH	unknown	<env unreadable>
40273	39539	out-of-range	no	<none>
40447	40084	out-of-range	no	<none>
36633	5291	out-of-range	no	/Users/ckriech/.ae
37438	36633	out-of-range	no	/Users/ckriech/.ae
37848	37438	UNKNOWN-REACH	unknown	<env unreadable>
37857	37438	UNKNOWN-REACH	unknown	<env unreadable>
37861	37438	out-of-range	no	<none>
38247	37861	out-of-range	no	<none>
38651	37857	UNKNOWN-REACH	unknown	<env unreadable>
38668	37848	out-of-range	no	<none>
43388	37438	out-of-range	no	/Users/ckriech/.ae
36635	5291	out-of-range	no	/Users/ckriech/.ae
37720	36635	out-of-range	no	/Users/ckriech/.ae
40098	37720	UNKNOWN-REACH	unknown	<env unreadable>
40314	37720	UNKNOWN-REACH	unknown	<env unreadable>
40459	40098	out-of-range	no	/Users/ckriech/.ae
40579	40314	UNKNOWN-REACH	unknown	<env unreadable>
40610	37720	out-of-range	no	/Users/ckriech/.ae
41187	37720	UNKNOWN-REACH	unknown	<env unreadable>
41214	40610	out-of-range	no	/Users/ckriech/.ae
41566	41187	out-of-range	no	/Users/ckriech/.ae
36638	5291	out-of-range	no	/Users/ckriech/.ae
4525	1650	UNKNOWN-REACH	unknown	<env unreadable>
4526	4525	out-of-range	no	<none>
7126	4526	out-of-range	no	<none>
69003	5291	out-of-range	no	<none>
69195	5291	out-of-range	no	/Users/ckriech/.ae
69730	5291	out-of-range	no	<none>
70100	69730	out-of-range	no	<none>
71217	70100	UNKNOWN-REACH	unknown	<env unreadable>
71360	70100	UNKNOWN-REACH	unknown	<env unreadable>
71737	70100	out-of-range	no	<none>
71782	71737	out-of-range	no	<none>
71798	71217	UNKNOWN-REACH	unknown	<env unreadable>
71831	71360	out-of-range	no	<none>
23734	17646	UNKNOWN-REACH	unknown	<env unreadable>
24000	23734	UNKNOWN-REACH	unknown	<env unreadable>
48380	5291	out-of-range	no	/Users/ckriech/.ae
67667	48380	UNKNOWN-REACH	unknown	<env unreadable>
69782	5291	out-of-range	no	/Users/ckriech/.ae
70223	69782	out-of-range	no	/Users/ckriech/.ae
70700	70223	out-of-range	no	<none>
70702	70223	UNKNOWN-REACH	unknown	<env unreadable>
70704	70223	UNKNOWN-REACH	unknown	<env unreadable>
70863	70700	out-of-range	no	<none>
70920	70704	out-of-range	no	<none>
71004	70702	UNKNOWN-REACH	unknown	<env unreadable>
69784	5291	out-of-range	no	/Users/ckriech/.ae
70661	69784	out-of-range	no	/Users/ckriech/.ae
71786	70661	UNKNOWN-REACH	unknown	<env unreadable>
71810	70661	UNKNOWN-REACH	unknown	<env unreadable>
71836	70661	out-of-range	no	/Users/ckriech/.ae
71966	71836	out-of-range	no	/Users/ckriech/.ae
72056	71786	UNKNOWN-REACH	unknown	<env unreadable>
72065	71810	out-of-range	no	/Users/ckriech/.ae
69787	5291	out-of-range	no	/Users/ckriech/.ae
70862	69787	out-of-range	no	/Users/ckriech/.ae
71395	70862	out-of-range	no	<none>
71403	70862	UNKNOWN-REACH	unknown	<env unreadable>
71405	70862	UNKNOWN-REACH	unknown	<env unreadable>
71742	71395	out-of-range	no	<none>
71809	71403	out-of-range	no	<none>
71821	71405	UNKNOWN-REACH	unknown	<env unreadable>
73086	70862	out-of-range	no	/Users/ckriech/.ae
79072	78004	UNKNOWN-REACH	unknown	<env unreadable>
40548	71340	UNKNOWN-REACH	unknown	<env unreadable>
71260	5291	out-of-range	no	/Users/ckriech/.ae
71340	71260	out-of-range	no	/Users/ckriech/.ae
79116	78004	UNKNOWN-REACH	unknown	<env unreadable>
53337	5291	out-of-range	no	/Users/ckriech/.ae
55330	53337	out-of-range	no	/Users/ckriech/.ae
56495	55330	out-of-range	no	<none>
56501	55330	UNKNOWN-REACH	unknown	<env unreadable>
56504	55330	UNKNOWN-REACH	unknown	<env unreadable>
57096	56495	out-of-range	no	<none>
60088	56501	UNKNOWN-REACH	unknown	<env unreadable>
60103	56504	out-of-range	no	<none>
61617	55330	out-of-range	no	/Users/ckriech/.ae
53104	5291	out-of-range	no	<none>
54439	53104	out-of-range	no	<none>
57822	54439	out-of-range	no	<none>
57825	54439	UNKNOWN-REACH	unknown	<env unreadable>
57827	54439	UNKNOWN-REACH	unknown	<env unreadable>
57892	57822	out-of-range	no	<none>
60054	57827	UNKNOWN-REACH	unknown	<env unreadable>
60067	57825	out-of-range	no	<none>
61027	54439	UNKNOWN-REACH	unknown	<env unreadable>
61599	61027	out-of-range	no	<none>
26939	55882	UNKNOWN-REACH	unknown	<env unreadable>
55785	5291	out-of-range	no	/Users/ckriech/.ae
55882	55785	out-of-range	no	/Users/ckriech/.ae
79118	78004	UNKNOWN-REACH	unknown	<env unreadable>
7491	5291	out-of-range	no	/Users/ckriech/.ae
7979	7491	out-of-range	no	/Users/ckriech/.ae
8618	7979	out-of-range	no	/Users/ckriech/.ae
8619	7979	UNKNOWN-REACH	unknown	<env unreadable>
8620	7979	UNKNOWN-REACH	unknown	<env unreadable>
8654	8618	out-of-range	no	/Users/ckriech/.ae
8881	8620	UNKNOWN-REACH	unknown	<env unreadable>
8893	8619	out-of-range	no	/Users/ckriech/.ae
96664	7979	UNKNOWN-REACH	unknown	<env unreadable>
79125	78004	UNKNOWN-REACH	unknown	<env unreadable>
17647	17646	UNKNOWN-REACH	unknown	<env unreadable>
17936	17647	UNKNOWN-REACH	unknown	<env unreadable>
67642	79910	UNKNOWN-REACH	unknown	<env unreadable>
79910	78004	out-of-range	no	/tmp/aecx/h/h5/home/.ae
70319	70260	UNKNOWN-REACH	unknown	<env unreadable>
70321	70260	UNKNOWN-REACH	unknown	<env unreadable>
4505	4504	UNKNOWN-REACH	unknown	<env unreadable>
6606	71467	UNKNOWN-REACH	unknown	<env unreadable>
6607	71467	out-of-range	no	/tmp/aecx/h/h5/home/.ae
71467	70260	out-of-range	no	/tmp/aecx/h/h5/home/.ae
71523	70260	UNKNOWN-REACH	unknown	<env unreadable>
71568	70260	UNKNOWN-REACH	unknown	<env unreadable>
71570	70260	UNKNOWN-REACH	unknown	<env unreadable>
71574	70260	UNKNOWN-REACH	unknown	<env unreadable>
67649	72167	UNKNOWN-REACH	unknown	<env unreadable>
72167	70260	out-of-range	no	/tmp/aecx/h/h5/home/.ae
4594	4504	UNKNOWN-REACH	unknown	<env unreadable>
4598	4504	UNKNOWN-REACH	unknown	<env unreadable>
4608	4504	UNKNOWN-REACH	unknown	<env unreadable>
64136	64135	UNKNOWN-REACH	unknown	<env unreadable>
5754	4504	out-of-range	no	/tmp/aecx/h/h5/home/.ae
6822	5754	UNKNOWN-REACH	unknown	<env unreadable>
6823	5754	out-of-range	no	/tmp/aecx/h/h5/home/.ae
5819	4504	UNKNOWN-REACH	unknown	<env unreadable>
6440	4504	UNKNOWN-REACH	unknown	<env unreadable>
7270	4504	out-of-range	no	/tmp/aecx/h/h5/home/.ae
67646	7270	UNKNOWN-REACH	unknown	<env unreadable>
64185	64135	UNKNOWN-REACH	unknown	<env unreadable>
64187	64135	UNKNOWN-REACH	unknown	<env unreadable>
64191	64135	UNKNOWN-REACH	unknown	<env unreadable>
18330	18329	UNKNOWN-REACH	unknown	<env unreadable>
65268	64135	out-of-range	no	/tmp/aecx/h/h5/home/.ae
66047	65268	UNKNOWN-REACH	unknown	<env unreadable>
66048	65268	out-of-range	no	/tmp/aecx/h/h5/home/.ae
65391	64135	UNKNOWN-REACH	unknown	<env unreadable>
65875	64135	UNKNOWN-REACH	unknown	<env unreadable>
66343	64135	out-of-range	no	/tmp/aecx/h/h5/home/.ae
67643	66343	UNKNOWN-REACH	unknown	<env unreadable>
18684	18329	out-of-range	no	/tmp/aecx/h/h6/home/.ae
67654	18684	UNKNOWN-REACH	unknown	<env unreadable>
2066	2063	UNKNOWN-REACH	unknown	<env unreadable>
2886	2063	out-of-range	no	/tmp/aecx/h/h6/home/.ae
67655	2886	UNKNOWN-REACH	unknown	<env unreadable>
32850	32848	UNKNOWN-REACH	unknown	<env unreadable>
33340	32848	out-of-range	no	/tmp/aecx/h/h6/home/.ae
67652	33340	UNKNOWN-REACH	unknown	<env unreadable>
68702	68697	UNKNOWN-REACH	unknown	<env unreadable>
67648	69290	UNKNOWN-REACH	unknown	<env unreadable>
69290	68697	out-of-range	no	/tmp/aecx/h/h6/home/.ae
25249	25248	UNKNOWN-REACH	unknown	<env unreadable>
25775	25248	out-of-range	no	/tmp/aecx/h/h3a/home/.ae
26988	25775	UNKNOWN-REACH	unknown	<env unreadable>
26989	25775	out-of-range	no	/tmp/aecx/h/h3a/home/.ae
32728	32727	UNKNOWN-REACH	unknown	<env unreadable>
33280	32727	out-of-range	no	/tmp/aecx/h/h3b/home/.ae
34469	33280	UNKNOWN-REACH	unknown	<env unreadable>
34470	33280	out-of-range	no	/tmp/aecx/h/h3b/home/.ae
40424	40423	UNKNOWN-REACH	unknown	<env unreadable>
40709	40423	out-of-range	no	/tmp/aecx/h/h3c/home/.ae
41867	40709	UNKNOWN-REACH	unknown	<env unreadable>
41868	40709	out-of-range	no	/tmp/aecx/h/h3c/home/.ae
50601	50600	UNKNOWN-REACH	unknown	<env unreadable>
50669	50600	UNKNOWN-REACH	unknown	<env unreadable>
51458	50600	out-of-range	no	/tmp/aecx/h/h3d/home/.ae
67665	51458	UNKNOWN-REACH	unknown	<env unreadable>
55972	55964	UNKNOWN-REACH	unknown	<env unreadable>
56068	55964	UNKNOWN-REACH	unknown	<env unreadable>
56745	55964	out-of-range	no	/tmp/aecx/h/h3e/home/.ae
67664	56745	UNKNOWN-REACH	unknown	<env unreadable>
62855	62854	UNKNOWN-REACH	unknown	<env unreadable>
62899	62854	UNKNOWN-REACH	unknown	<env unreadable>
63530	62854	out-of-range	no	/tmp/aecx/h/h3f/home/.ae
67644	63530	UNKNOWN-REACH	unknown	<env unreadable>
66148	66147	UNKNOWN-REACH	unknown	<env unreadable>
66194	66147	UNKNOWN-REACH	unknown	<env unreadable>
66818	66147	out-of-range	no	/tmp/aecx/h/h3g/home/.ae
68410	66818	UNKNOWN-REACH	unknown	<env unreadable>
68411	66818	out-of-range	no	/tmp/aecx/h/h3g/home/.ae
69520	69519	UNKNOWN-REACH	unknown	<env unreadable>
74347	74346	UNKNOWN-REACH	unknown	<env unreadable>
70441	69519	out-of-range	no	/tmp/aecx/h/h3h/home/.ae
72276	70441	UNKNOWN-REACH	unknown	<env unreadable>
72277	70441	out-of-range	no	/tmp/aecx/h/h3h/home/.ae
73674	69519	UNKNOWN-REACH	unknown	<env unreadable>
67651	74932	UNKNOWN-REACH	unknown	<env unreadable>
74932	74346	out-of-range	no	/tmp/aecx/h/h3i/home/.ae
77396	77395	UNKNOWN-REACH	unknown	<env unreadable>
77445	77395	UNKNOWN-REACH	unknown	<env unreadable>
78229	77395	out-of-range	no	/tmp/aecx/h/h3j/home/.ae
79204	78229	UNKNOWN-REACH	unknown	<env unreadable>
79205	78229	out-of-range	no	/tmp/aecx/h/h3j/home/.ae
44164	44163	UNKNOWN-REACH	unknown	<env unreadable>
44773	44163	out-of-range	no	/tmp/aecx/h/h6/home/.ae
67656	44773	UNKNOWN-REACH	unknown	<env unreadable>
54309	54308	UNKNOWN-REACH	unknown	<env unreadable>
54588	54308	out-of-range	no	/tmp/aecx/h/h3a/home/.ae
55968	54588	UNKNOWN-REACH	unknown	<env unreadable>
55969	54588	out-of-range	no	/tmp/aecx/h/h3a/home/.ae
62201	62200	UNKNOWN-REACH	unknown	<env unreadable>
62828	62200	out-of-range	no	/tmp/aecx/h/h3b/home/.ae
64032	62828	UNKNOWN-REACH	unknown	<env unreadable>
64033	62828	out-of-range	no	/tmp/aecx/h/h3b/home/.ae
69301	69296	UNKNOWN-REACH	unknown	<env unreadable>
69588	69296	out-of-range	no	/tmp/aecx/h/h3c/home/.ae
70999	69588	UNKNOWN-REACH	unknown	<env unreadable>
71000	69588	out-of-range	no	/tmp/aecx/h/h3c/home/.ae
81199	81198	UNKNOWN-REACH	unknown	<env unreadable>
81298	81198	UNKNOWN-REACH	unknown	<env unreadable>
67653	82249	UNKNOWN-REACH	unknown	<env unreadable>
82249	81198	out-of-range	no	/tmp/aecx/h/h3d/home/.ae
87138	87137	UNKNOWN-REACH	unknown	<env unreadable>
87183	87137	UNKNOWN-REACH	unknown	<env unreadable>
67647	87845	UNKNOWN-REACH	unknown	<env unreadable>
87845	87137	out-of-range	no	/tmp/aecx/h/h3e/home/.ae
94185	94184	UNKNOWN-REACH	unknown	<env unreadable>
94229	94184	UNKNOWN-REACH	unknown	<env unreadable>
67645	94873	UNKNOWN-REACH	unknown	<env unreadable>
94873	94184	out-of-range	no	/tmp/aecx/h/h3f/home/.ae
97722	97721	UNKNOWN-REACH	unknown	<env unreadable>
97766	97721	UNKNOWN-REACH	unknown	<env unreadable>
930	98559	UNKNOWN-REACH	unknown	<env unreadable>
933	98559	out-of-range	no	/tmp/aecx/h/h3g/home/.ae
98559	97721	out-of-range	no	/tmp/aecx/h/h3g/home/.ae
1770	1766	UNKNOWN-REACH	unknown	<env unreadable>
6766	6765	UNKNOWN-REACH	unknown	<env unreadable>
2500	1766	out-of-range	no	/tmp/aecx/h/h3h/home/.ae
5126	2500	UNKNOWN-REACH	unknown	<env unreadable>
5127	2500	out-of-range	no	/tmp/aecx/h/h3h/home/.ae
6067	1766	UNKNOWN-REACH	unknown	<env unreadable>
7065	6765	out-of-range	no	/tmp/aecx/h/h3i/home/.ae
67650	7065	UNKNOWN-REACH	unknown	<env unreadable>
9892	9891	UNKNOWN-REACH	unknown	<env unreadable>
9936	9891	UNKNOWN-REACH	unknown	<env unreadable>
10697	9891	out-of-range	no	/tmp/aecx/h/h3j/home/.ae
11394	10697	UNKNOWN-REACH	unknown	<env unreadable>
11395	10697	out-of-range	no	/tmp/aecx/h/h3j/home/.ae
15910	15909	UNKNOWN-REACH	unknown	<env unreadable>
16525	15909	out-of-range	no	/tmp/aecx/h/l1787266958/home/.ae
67666	16525	UNKNOWN-REACH	unknown	<env unreadable>
27159	27158	UNKNOWN-REACH	unknown	<env unreadable>
27560	27159	IN-RANGE	no	/tmp/aecx/h/l1787267177/home/.ae
28088	27158	IN-RANGE	no	/tmp/aecx/h/l1787267177/home/.ae
54744	28088	UNKNOWN-REACH	unknown	<env unreadable>
54745	28088	IN-RANGE	no	/tmp/aecx/h/l1787267177/home/.ae
